$ adb shell getprop
[Build.BRAND]: [MTK]
[remote_provisioning.hostname]: [remoteprovisioning.googleapis.com]
[restore.feature.use_samsung_smart_switch_flow]: [1]
[ril.BootCompletedIntent]: [OK]
[ril.ICC_TYPE0]: [2]
[ril.ICC_TYPE1]: [2]
[ril.RildInit]: [1,1]
[ril.approved_codever]: [none]
[ril.approved_cscver]: [none]
[ril.approved_modemver]: [none]
[ril.atdStarted]: [ON]
[ril.attach.apn0]: [zap.vivo.com.br]
[ril.attach.apn1]: [antel.lte]
[ril.backoffstate]: [137707389952]
[ril.bandList]: [,]
[ril.bip_dns_in_progress]: [1,1]
[ril.carrierRoamingNtnMode]: [false,false]
[ril.carrier_changed.state]: [CARRIER_LOADED,CARRIER_LOADED]
[ril.cidManager.initiated]: [0]
[ril.cold_sim]: [0]
[ril.cpreset]: [0]
[ril.cs_svc]: [1]
[ril.currentplmn]: [unknown,unknown]
[ril.data.intfprefix]: [rmnet]
[ril.data.netlink.nlmsg_type]: [20]
[ril.data_connection]: [1]
[ril.dds.call.ongoing0]: [0]
[ril.dds.call.ongoing1]: [0]
[ril.dds.data.slotid]: [0]
[ril.dds.datacross.slotid]: [-1]
[ril.device_provisioned]: [1]
[ril.epdg.currenMno]: [Vivo_BR,Antel_UY]
[ril.halservice.registered.slot1]: [true]
[ril.halservice.registered.slot2]: [true]
[ril.hasisim]: [1,1]
[ril.hw_ver]: [REV0.4]
[ril.hw_ver2]: [REV0.4]
[ril.ims.ltevoicesupport]: [1,0]
[ril.initPB]: [1]
[ril.initPB2]: [1]
[ril.isIccChanged]: [0,0]
[ril.isimAuth.status]: [OK]
[ril.lte.voice.status]: [1]
[ril.ltenetworktype]: [FDD,FDD]
[ril.matchedcsc]: [ZTO,ZVV]
[ril.matchedcsc2]: [UYO]
[ril.max_interface0]: [4]
[ril.max_interface1]: [4]
[ril.model_id]: [A17_GBL_ONEBIN]
[ril.model_id2]: [A17_GBL_ONEBIN]
[ril.modem.board]: [MT6789]
[ril.modem.board2]: [MT6789]
[ril.modemBoot]: [1]
[ril.official_cscver]: [A175FOWO6CZG1]
[ril.phone.connected.slot1]: [true]
[ril.phone.connected.slot2]: [false]
[ril.pin_mode0]: [0]
[ril.pin_mode1]: [0]
[ril.product_code]: [SM-A175FZKMZTO]
[ril.product_code2]: [SM-A175FZKMZTO]
[ril.profileClass]: [-1,-1]
[ril.radiostate]: [10]
[ril.rejectForDiagnostics]: [0,0]
[ril.reject_enabled]: [1]
[ril.rejectedPlmn]: [,]
[ril.removableEsim1]: [0]
[ril.removableEsim2]: [0]
[ril.rfcal_date]: [20250929]
[ril.rfcal_date2]: [20250929]
[ril.rildSerial2]: [yrja6nnkrpra0peoi]
[ril.rildreset_state]: [0]
[ril.sar_control]: [0]
[ril.sar_device_id]: [0]
[ril.signal.disprssi0]: [false]
[ril.signal.disprssi1]: [false]
[ril.sim.acc]: [256,2]
[ril.sim.ef_rat_mode1]: []
[ril.sim.ef_rat_mode2]: []
[ril.sim.lastSubCmdId]: [25]
[ril.sim.mobility]: [false,true]
[ril.sim.opl0]: [1]
[ril.sim.opl1]: [1]
[ril.sim.opl5g0]: [1]
[ril.sim.opl5g1]: [1]
[ril.simoperator]: [ETC,ETC]
[ril.simtype]: [1]
[ril.simtype1]: [1]
[ril.singlesku_activate]: [finished]
[ril.skt.network_regist]: [Status0;Idle0;CS0;PS0,Status0;Idle0;CS0;PS0]
[ril.sms_preference]: [2/0,2/0]
[ril.support.SecureElement]: [1]
[ril.support.ext_len]: [1]
[ril.support.incrementalscan]: [1]
[ril.sw_ver]: [A175FXXS6CZG1]
[ril.sw_ver2]: [A175FXXS6CZG1]
[ril.switchingSlot]: [0,0]
[ril.twwan911Timer]: [0]
[ro.actionable_compatible_property.enabled]: [true]
[ro.adb.secure]: [1]
[ro.allow.mock.location]: [0]
[ro.apex.updatable]: [true]
[ro.audio.silent]: [0]
[ro.audio.usb.period_us]: [16000]
[ro.base_build]: [noah]
[ro.baseband]: [unknown]
[ro.binary.type]: [user]
[ro.board.api_frozen]: [true]
[ro.board.api_level]: [31]
[ro.board.first_api_level]: [31]
[ro.board.platform]: [mt6789]
[ro.boot.activatedid]: [ZTO]
[ro.boot.ap_serial]: [0x18a1620e]
[ro.boot.atm]: [disabled]
[ro.boot.avb_version]: [1.3]
[ro.boot.boot_devices]: [bootdevice, soc/11270000.ufshci, 11270000.ufshci]
[ro.boot.bootloader]: [A175FXXS6CZG1]
[ro.boot.bootreason]: [reboot]
[ro.boot.bore_cnt]: [39]
[ro.boot.bromcmddisable]: [0x0]
[ro.boot.carrierid]: [ZTO]
[ro.boot.carrierid.param.offset]: [7340608]
[ro.boot.cm.param.offset]: [7340596]
[ro.boot.ddr_size]: [8589934592]
[ro.boot.debug_level]: [0x4f4c]
[ro.boot.dtb_idx]: [0]
[ro.boot.dtbo_idx]: [3]
[ro.boot.dynamic_partitions]: [true]
[ro.boot.em.did]: [2018a14d9da0c311]
[ro.boot.em.model]: [SM-A175F]
[ro.boot.em.status]: [0x0]
[ro.boot.flash.locked]: [1]
[ro.boot.fmm_lock]: [0]
[ro.boot.force_normal_boot]: [1]
[ro.boot.hardware]: [mt6789]
[ro.boot.hardware.cpu.pagesize]: [4096]
[ro.boot.hdm_status]: [NONE]
[ro.boot.hmac_mismatch]: [0]
[ro.boot.im.param.offset]: [7341840]
[ro.boot.kg]: [0x4]
[ro.boot.kg.ap]: [96A0C3145A9DAB11114DB63E18A1620E]
[ro.boot.kg.bit]: [00]
[ro.boot.me.param.offset]: [7341920]
[ro.boot.mode]: [normal]
[ro.boot.odin_download]: [1]
[ro.boot.offreason.param.offset]: [7345920]
[ro.boot.other.locked]: [1]
[ro.boot.phandle]: []
[ro.boot.pr.param.offset]: [7342080]
[ro.boot.prototype_offset]: [7342848]
[ro.boot.revision]: [4]
[ro.boot.rp]: [6]
[ro.boot.sales.param.offset]: [7340572]
[ro.boot.sales_code]: [ZTO]
[ro.boot.sb.debug0]: [0x0,0x0,0x0,0x0]
[ro.boot.sec_atd.tty]: [/dev/ttyS0]
[ro.boot.serialno]: [RX8Y903RVWD]
[ro.boot.sku.param.offset]: [7342160]
[ro.boot.sn.param.offset]: [7342000]
[ro.boot.subpcb]: [4]
[ro.boot.svb.ver]: [SVB1.0]
[ro.boot.ulcnt]: [0]
[ro.boot.vbmeta.avb_version]: [1.2]
[ro.boot.vbmeta.device]: [PARTUUID=52444e41-494f-2044-7662-6d6574610000]
[ro.boot.vbmeta.device_state]: [locked]
[ro.boot.vbmeta.digest]: [fbd8c93f30a5847ee9be4db2dae35b966d968d9ecaaa929866348fcc3a82888e]
[ro.boot.vbmeta.hash_alg]: [sha256]
[ro.boot.vbmeta.public_key_digest]: [97b145b6ab8e6f72c5959570873247a82def61f3c339c8ea863c1637dbcab4c1]
[ro.boot.vbmeta.size]: [12480]
[ro.boot.verifiedbootstate]: [green]
[ro.boot.veritymode]: [enforcing]
[ro.boot.veritymode.managed]: [yes]
[ro.boot.warranty_bit]: [0]
[ro.bootloader]: [A175FXXS6CZG1]
[ro.bootmode]: [normal]
[ro.build.2ndbrand]: [false]
[ro.build.PDA]: [A175FXXS6CZG1]
[ro.build.ab_update]: [false]
[ro.build.backported_fixes.alias_bitset.long_list]: [18]
[ro.build.changelist]: [33505653]
[ro.build.characteristics]: [phone]
[ro.build.date]: [Tue Jul 14 16:11:51 KST 2026]
[ro.build.date.utc]: [1784013111]
[ro.build.description]: [a17xx-user 16 BP4A.251205.006 A175FXXS6CZG1 release-keys]
[ro.build.display.id]: [BP4A.251205.006.A175FXXS6CZG1]
[ro.build.fingerprint]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXS6CZG1_OWO6CZG1:user/release-keys]
[ro.build.flavor]: [a17xx-user]
[ro.build.host]: [SWDK3812]
[ro.build.id]: [BP4A.251205.006]
[ro.build.official.developer]: [false]
[ro.build.official.release]: [true]
[ro.build.product]: [a17]
[ro.build.selinux]: [1]
[ro.build.selinux.enforce]: [1]
[ro.build.tags]: [release-keys]
[ro.build.type]: [user]
[ro.build.user]: [dpi]
[ro.build.version.all_codenames]: [REL]
[ro.build.version.base_os]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXU5CZE9_OXM5CZE9:user/release-keys]
[ro.build.version.base_os.from_build_opt]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXU5CZE9_OXM5CZE9:user/release-keys]
[ro.build.version.codename]: [REL]
[ro.build.version.emergency_base_os]: []
[ro.build.version.incremental]: [A175FXXS6CZG1]
[ro.build.version.known_codenames]: [Base,Base11,Cupcake,Donut,Eclair,Eclair01,EclairMr1,Froyo,Gingerbread,GingerbreadMr1,Honeycomb,HoneycombMr1,HoneycombMr2,IceCreamSandwich,IceCreamSandwichMr1,JellyBean,JellyBeanMr1,JellyBeanMr2,Kitkat,KitkatWatch,Lollipop,LollipopMr1,M,N,NMr1,O,OMr1,P,Q,R,S,Sv2,Tiramisu,UpsideDownCake,VanillaIceCream,Baklava]
[ro.build.version.min_supported_target_sdk]: [28]
[ro.build.version.oneui]: [80500]
[ro.build.version.preview_sdk]: [0]
[ro.build.version.preview_sdk_fingerprint]: [REL]
[ro.build.version.release]: [16]
[ro.build.version.release_or_codename]: [16]
[ro.build.version.release_or_preview_display]: [16]
[ro.build.version.sdk]: [36]
[ro.build.version.sdk_full]: [36.1]
[ro.build.version.security_index]: [1]
[ro.build.version.security_patch]: [2026-07-05]
[ro.build.version.sem]: [3602]
[ro.build.version.sep]: [170500]
[ro.build.version.trunk]: [16]
[ro.camera.disableHeicUltraHDR]: [true]
[ro.camera.disableJpegR]: [true]
[ro.camera.notify_nfc]: [1]
[ro.camera.sound.forced]: [0]
[ro.channel.officehubrow]: [SAMSUNG_PRELOAD]
[ro.com.google.cdb.spa1]: [bsxasm1]
[ro.com.google.clientidbase]: [android-samsung-ss]
[ro.com.google.clientidbase.pg2]: [android-samsung-sros-21-41]
[ro.com.google.clientidbase.tx]: [android-samsung-rvod1]
[ro.com.google.gmsversion]: [16_202603]
[ro.config.alarm_alert]: [Morning_Xylophone.ogg]
[ro.config.dmverity]: [F]
[ro.config.iccc_version]: [3.0]
[ro.config.media_sound]: [Media_preview_Over_the_horizon.ogg]
[ro.config.notification_sound]: [Brightline.ogg]
[ro.config.notification_sound_2]: [Three_Star.ogg]
[ro.config.pageboost.active_launch.timeout]: [120]
[ro.config.per_app_memcg]: [false]
[ro.config.ringtone]: [Galaxy_Bells.ogg]
[ro.config.ringtone_2]: [Atomic_Bell.ogg]
[ro.config.rm_preload_enabled]: [1]
[ro.config.systemaudiodebug]: [mtkaudio]
[ro.config.vc_call_vol_steps]: [8]
[ro.control_privapp_permissions]: [enforce]
[ro.cp_system_other_odex]: [1]
[ro.crypto.metadata.enabled]: [true]
[ro.crypto.metadata.encrypted]: [1]
[ro.crypto.state]: [encrypted]
[ro.crypto.type]: [file]
[ro.crypto.volume.filenames_mode]: [aes-256-cts]
[ro.csc.country_code]: [Brazil]
[ro.csc.countryiso_code]: [BR]
[ro.csc.facebook.partnerid]: [samsung:dec1cc9c-1497-4aab-b953-cee702c2a481]
[ro.csc.sales_code]: [ZTO]
[ro.csc.spotify.music.partnerid]: [samsung-mobile-preload]
[ro.csc.spotify.music.referrerid]: [samsung-mobile-preload]
[ro.dalvik.vm.enable_uffd_gc]: [true]
[ro.dalvik.vm.native.bridge]: [0]
[ro.debuggable]: [0]
[ro.em.version]: [20]
[ro.factory.factory_binary]: [user]
[ro.force.debuggable]: [0]
[ro.frp.pst]: [/dev/block/by-name/frp]
[ro.fuse.bpf.is_running]: [true]
[ro.hardware]: [mt6789]
[ro.hardware.egl]: [meow]
[ro.hardware.gralloc]: [common]
[ro.hardware.hwcomposer]: [mtk_common]
[ro.hardware.keystore]: [mdfpp]
[ro.hardware.keystore_desede]: [true]
[ro.hardware.vulkan]: [mali]
[ro.hwui.use_vulkan]: [true]
[ro.iorapd.enable]: [false]
[ro.kernel.qemu]: [0]
[ro.kernel.version]: [6.12]
[ro.kernel.zio]: [38,108,105,16]
[ro.linkedin.channel]: [samsung_preload]
[ro.llndk.api_level]: [202504]
[ro.lmk.downgrade_pressure]: [60]
[ro.lmk.kill_timeout_ms]: [100]
[ro.lmk.psi_complete_stall_ms]: [150]
[ro.lmk.swap_free_low_percentage]: [20]
[ro.lmk.swap_util_max]: [90]
[ro.lmk.thrashing_limit]: [30]
[ro.lmk.thrashing_limit_decay]: [50]
[ro.logd.auditd]: [false]
[ro.mediatek.version.branch]: [alps-mp-b1.mssi1]
[ro.mediatek.version.build.branch]: []
[ro.mediatek.version.release]: [alps-mp-b1.mp1.rc-tc10sp.V1.4]
[ro.mediatek.wlan.p2p]: [1]
[ro.mediatek.wlan.wsc]: [1]
[ro.meta.app.attribution]: [fb,ig]
[ro.mtk_perf_fast_start_win]: [1]
[ro.mtk_perf_response_time]: [1]
[ro.mtk_perf_simple_start_win]: [1]
[ro.multisim.simslotcount]: [2]
[ro.netflix.channel]: [2eb27aa0-3926-11e9-8c73-9b498cd1a550]
[ro.netflix.signup]: [1]
[ro.nfc.euicc_supported]: [false]
[ro.nfc.get_caps_supported]: [false]
[ro.nfc.info.antpos.X]: [26]
[ro.nfc.info.antpos.Y]: [31]
[ro.nfc.info.antpos.device_foldable]: [false]
[ro.nfc.info.antpos.device_height]: [164]
[ro.nfc.info.antpos.device_width]: [78]
[ro.nfc.observe_mode_supported]: [false]
[ro.odm.build.date]: [Tue Jul 14 16:31:11 KST 2026]
[ro.odm.build.date.utc]: [1784014271]
[ro.odm.build.fingerprint]: [samsung/a17xx/a17:16/BP2A.250605.031.A3/A175FXXS6CZG1:user/release-keys]
[ro.odm.build.version.incremental]: [A175FXXS6CZG1]
[ro.odm_dlkm.build.date]: [Tue Jul 14 16:31:11 KST 2026]
[ro.odm_dlkm.build.date.utc]: [1784014271]
[ro.odm_dlkm.build.fingerprint]: [samsung/a17xx/a17:16/BP2A.250605.031.A3/A175FXXS6CZG1:user/test-keys]
[ro.odm_dlkm.build.id]: [BP2A.250605.031.A3]
[ro.odm_dlkm.build.tags]: [test-keys]
[ro.odm_dlkm.build.type]: [user]
[ro.odm_dlkm.build.version.incremental]: [A175FXXS6CZG1]
[ro.odm_dlkm.build.version.release]: [16]
[ro.odm_dlkm.build.version.release_or_codename]: [16]
[ro.odm_dlkm.build.version.sdk]: [36]
[ro.oem.key1]: [ZTO]
[ro.oem.key2]: [ZTO]
[ro.omc.build.id]: [112193392]
[ro.omc.build.version]: [A175FOWO6CZG1]
[ro.omc.changetype]: [DATA_RESET_ON,TRUE]
[ro.omc.disabler]: [FALSE]
[ro.omc.multi_csc]: [OWO]
[ro.opa.eligible_device]: [true]
[ro.opengles.version]: [196610]
[ro.organization_owned]: [false]
[ro.postinstall.fstab.prefix]: [/system]
[ro.product.board]: [a17]
[ro.product.brand]: [samsung]
[ro.product.brand_for_attestation]: [samsung]
[ro.product.build.date]: [Tue Jul 14 16:11:51 KST 2026]
[ro.product.build.date.utc]: [1784013111]
[ro.product.build.fingerprint]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXS6CZG1:user/release-keys]
[ro.product.build.id]: [BP4A.251205.006]
[ro.product.build.tags]: [release-keys]
[ro.product.build.type]: [user]
[ro.product.build.version.incremental]: [A175FXXS6CZG1]
[ro.product.build.version.release]: [16]
[ro.product.build.version.release_or_codename]: [16]
[ro.product.build.version.sdk]: [36]
[ro.product.build.version.sdk_full]: [36.1]
[ro.product.cpu.abi]: [arm64-v8a]
[ro.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.product.cpu.abilist64]: [arm64-v8a]
[ro.product.cpu.pagesize.max]: [16384]
[ro.product.device]: [a17]
[ro.product.device_for_attestation]: [a17]
[ro.product.first_api_level]: [35]
[ro.product.locale]: [en-GB]
[ro.product.manufacturer]: [samsung]
[ro.product.manufacturer_for_attestation]: [samsung]
[ro.product.model]: [SM-A175F]
[ro.product.model_for_attestation]: [SM-A175F]
[ro.product.name]: [a17xx]
[ro.product.name_for_attestation]: [a17xx]
[ro.product.odm.brand]: [samsung]
[ro.product.odm.device]: [a17]
[ro.product.odm.manufacturer]: [samsung]
[ro.product.odm.model]: [SM-A175F]
[ro.product.odm.name]: [a17xx]
[ro.product.odm_dlkm.brand]: [samsung]
[ro.product.odm_dlkm.device]: [a17]
[ro.product.odm_dlkm.manufacturer]: [samsung]
[ro.product.odm_dlkm.model]: [SM-A175F]
[ro.product.odm_dlkm.name]: [a17xx]
[ro.product.product.brand]: [samsung]
[ro.product.product.device]: [a17]
[ro.product.product.manufacturer]: [samsung]
[ro.product.product.model]: [SM-A175F]
[ro.product.product.name]: [a17xx]
[ro.product.system.brand]: [samsung]
[ro.product.system.device]: [a17]
[ro.product.system.manufacturer]: [samsung]
[ro.product.system.model]: [SM-A175F]
[ro.product.system.name]: [a17xx]
[ro.product.system_dlkm.brand]: [samsung]
[ro.product.system_dlkm.device]: [a17]
[ro.product.system_dlkm.manufacturer]: [samsung]
[ro.product.system_dlkm.model]: [SM-A175F]
[ro.product.system_dlkm.name]: [a17xx]
[ro.product.system_ext.brand]: [samsung]
[ro.product.system_ext.device]: [a17]
[ro.product.system_ext.manufacturer]: [samsung]
[ro.product.system_ext.model]: [SM-A175F]
[ro.product.system_ext.name]: [a17xx]
[ro.product.vendor.brand]: [samsung]
[ro.product.vendor.device]: [a17]
[ro.product.vendor.manufacturer]: [samsung]
[ro.product.vendor.model]: [SM-A175F]
[ro.product.vendor.name]: [a17xx]
[ro.product.vendor_dlkm.brand]: [samsung]
[ro.product.vendor_dlkm.device]: [a17]
[ro.product.vendor_dlkm.manufacturer]: [samsung]
[ro.product.vendor_dlkm.model]: [SM-A175F]
[ro.product.vendor_dlkm.name]: [a17xx]
[ro.product_ship]: [true]
[ro.property_service.version]: [2]
[ro.radio.noril]: [no]
[ro.revision]: [4]
[ro.ril.def_network_after_check_tdscdma]: [9]
[ro.ril.support_cdma]: [false]
[ro.ril.svdo]: [false]
[ro.ril.svlte1x]: [false]
[ro.secure]: [1]
[ro.security.ai.privacy]: [true]
[ro.security.cass.feature]: [1]
[ro.security.fips.ux]: [Disabled]
[ro.security.keystore.keytype]: [sakv2,gak,rkp]
[ro.security.knoxmatrix]: [true]
[ro.security.vpnpp.release]: [3.0]
[ro.security.vpnpp.ver]: [2.4]
[ro.serialno]: [RX8Y903RVWD]
[ro.setupwizard.mode]: [OPTIONAL]
[ro.setupwizard.rotation_locked]: [false]
[ro.setupwizard.wifi_on_exit]: [false]
[ro.sf.lcd_density]: [450]
[ro.simbased.changetype]: [NO_DFLT_CSC,OMC]
[ro.slmk.2nd.dha_empty_max]: [30]
[ro.slmk.2nd.swap_free_low_percentage]: [10]
[ro.slmk.add_bonusEFK]: [0]
[ro.slmk.base_swaptotal]: [4096]
[ro.slmk.beks_enable]: [true]
[ro.slmk.beks_key]: [1862]
[ro.slmk.cam_dha_ver]: [3]
[ro.slmk.cam_kill_start_minutes]: [30]
[ro.slmk.chimera_strategy_4gb]: [680,11,8,1406]
[ro.slmk.chimera_strategy_6gb]: [1229,19,10,2034]
[ro.slmk.dha_2ndprop_thMB]: [4096]
[ro.slmk.dha_cached_min]: [3]
[ro.slmk.dha_empty_max]: [16]
[ro.slmk.dha_empty_min]: [4]
[ro.slmk.dha_lmk_scale]: [0.494]
[ro.slmk.enable_upgrade_criadj]: [true]
[ro.slmk.freelimit_val]: [13]
[ro.slmk.max_snapshot_num]: [3]
[ro.slmk.plg_key]: [1028]
[ro.slmk.plg_memory_th]: [3072]
[ro.slmk.psi_critical]: [150]
[ro.slmk.swap_free_low_percentage]: [40]
[ro.soc.manufacturer]: [Mediatek]
[ro.soc.model]: [MT6789]
[ro.sts.property]: [FALSE]
[ro.surface_flinger.enable_frame_rate_override]: [false]
[ro.surface_flinger.force_hwc_copy_for_virtual_displays]: [true]
[ro.surface_flinger.game_default_frame_rate_override]: [60]
[ro.surface_flinger.has_HDR_display]: [false]
[ro.surface_flinger.max_frame_buffer_acquired_buffers]: [3]
[ro.surface_flinger.primary_display_orientation]: [ORIENTATION_0]
[ro.surface_flinger.protected_contents]: [true]
[ro.sys.usb.bicr]: [no]
[ro.sys.usb.charging.only]: [yes]
[ro.sys.usb.mtp.whql.enable]: [0]
[ro.sys.usb.storage.type]: [mtp]
[ro.system.build.date]: [Tue Jul 14 16:11:51 KST 2026]
[ro.system.build.date.utc]: [1784013111]
[ro.system.build.fingerprint]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXS6CZG1:user/release-keys]
[ro.system.build.id]: [BP4A.251205.006]
[ro.system.build.tags]: [release-keys]
[ro.system.build.type]: [user]
[ro.system.build.version.incremental]: [A175FXXS6CZG1]
[ro.system.build.version.release]: [16]
[ro.system.build.version.release_or_codename]: [16]
[ro.system.build.version.sdk]: [36]
[ro.system.build.version.sdk_full]: [36.1]
[ro.system.build.version.sehi]: [3603]
[ro.system.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist64]: [arm64-v8a]
[ro.system_dlkm.build.date]: [Tue Jul 14 16:31:11 KST 2026]
[ro.system_dlkm.build.date.utc]: [1784014271]
[ro.system_dlkm.build.fingerprint]: [samsung/a17xx/a17:16/BP2A.250605.031.A3/A175FXXS6CZG1:user/release-keys]
[ro.system_dlkm.build.id]: [BP2A.250605.031.A3]
[ro.system_dlkm.build.tags]: [release-keys]
[ro.system_dlkm.build.type]: [user]
[ro.system_dlkm.build.version.incremental]: [A175FXXS6CZG1]
[ro.system_dlkm.build.version.release]: [16]
[ro.system_dlkm.build.version.release_or_codename]: [16]
[ro.system_dlkm.build.version.sdk]: [36]
[ro.system_dlkm.build.version.sdk_full]: [36.0]
[ro.system_ext.build.date]: [Tue Jul 14 16:11:51 KST 2026]
[ro.system_ext.build.date.utc]: [1784013111]
[ro.system_ext.build.fingerprint]: [samsung/a17xx/a17:16/BP4A.251205.006/A175FXXS6CZG1:user/release-keys]
[ro.system_ext.build.id]: [BP4A.251205.006]
[ro.system_ext.build.tags]: [release-keys]
[ro.system_ext.build.type]: [user]
[ro.system_ext.build.version.incremental]: [A175FXXS6CZG1]
[ro.system_ext.build.version.release]: [16]
[ro.system_ext.build.version.release_or_codename]: [16]
[ro.system_ext.build.version.sdk]: [36]
[ro.system_ext.build.version.sdk_full]: [36.1]
[ro.telephony.default_cdma_sub]: [0]
[ro.telephony.default_network]: [9]
[ro.telephony.iwlan_operation_mode]: [AP-assisted]
[ro.telephony.sim_slots.count]: [2]
[ro.treble.enabled]: [true]
[ro.vendor.aee.build.info]: [customer]
[ro.vendor.aee.convert64]: [1]
[ro.vendor.aee.enforcing]: [default]
[ro.vendor.api_level]: [31]
[ro.vendor.arm.egl.configs.nv12.hal_format]: [0x200]
[ro.vendor.arm.egl.configs.nv12.recordable]: [true]
[ro.vendor.arm.egl.configs.nv16.hal_format]: [0x10]
[ro.vendor.arm.egl.configs.nv16.recordable]: [true]
[ro.vendor.arm.egl.configs.nv21.hal_format]: [0x201]
[ro.vendor.arm.egl.configs.nv21.recordable]: [true]
[ro.vendor.arm.egl.configs.p010.hal_format]: [0x204]
[ro.vendor.arm.egl.configs.p010.recordable]: [true]
[ro.vendor.arm.egl.configs.p210.hal_format]: [0x205]
[ro.vendor.arm.egl.configs.p210.recordable]: [true]
[ro.vendor.arm.egl.configs.q410.hal_format]: [0x20a]
[ro.vendor.arm.egl.configs.q410.recordable]: [true]
[ro.vendor.arm.egl.configs.r10_g10_b10_a2_32bit_fixed.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r10_g10_b10_a2_32bit_fixed.hal_format]: [0x2b]
[ro.vendor.arm.egl.configs.r10_g10_b10_a2_32bit_fixed.recordable]: [false]
[ro.vendor.arm.egl.configs.r16_g16_b16_a16_64bit_float.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r16_g16_b16_a16_64bit_float.hal_format]: [0x16]
[ro.vendor.arm.egl.configs.r16_g16_b16_a16_64bit_float.recordable]: [false]
[ro.vendor.arm.egl.configs.r5_g6_b5_a0_16bit_fixed.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r5_g6_b5_a0_16bit_fixed.hal_format]: [0x4]
[ro.vendor.arm.egl.configs.r5_g6_b5_a0_16bit_fixed.recordable]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_24bit_fixed.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_24bit_fixed.hal_format]: [0x3]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_24bit_fixed.recordable]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_24bit_yuv_special.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_24bit_yuv_special.hal_format]: [0x23]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_32bit_fixed.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_32bit_fixed.hal_format]: [0x2]
[ro.vendor.arm.egl.configs.r8_g8_b8_a0_32bit_fixed.recordable]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a8_32bit_fixed.framebuffer_target]: [false]
[ro.vendor.arm.egl.configs.r8_g8_b8_a8_32bit_fixed.hal_format]: [0x1]
[ro.vendor.arm.egl.configs.r8_g8_b8_a8_32bit_fixed.recordable]: [true]
[ro.vendor.arm.egl.configs.y0l2.hal_format]: [0x203]
[ro.vendor.arm.egl.configs.y0l2.recordable]: [true]
[ro.vendor.arm.egl.configs.y210.hal_format]: [0x206]
[ro.vendor.arm.egl.configs.y210.recordable]: [true]
[ro.vendor.arm.egl.configs.y410.hal_format]: [0x207]
[ro.vendor.arm.egl.configs.y410.recordable]: [true]
[ro.vendor.arm.egl.configs.yuv420.hal_format]: [0x208]
[ro.vendor.arm.egl.configs.yuv420.recordable]: [true]
[ro.vendor.arm.egl.configs.yuyv.hal_format]: [0x202]
[ro.vendor.arm.egl.configs.yuyv.recordable]: [true]
[ro.vendor.arm.egl.configs.yvu420.hal_format]: [0x20e]
[ro.vendor.arm.egl.configs.yvu420.recordable]: [true]
[ro.vendor.arm.gralloc.afrc_chroma_usage_flags]: [0x100000000000000,0x80000000000000,0x180000000000000]
[ro.vendor.arm.gralloc.afrc_chroma_usage_mask]: [0x180000000000000]
[ro.vendor.arm.gralloc.afrc_luma_usage_flags]: [0x1400000000000000,0x1200000000000000,0x1000000000000000]
[ro.vendor.arm.gralloc.afrc_luma_usage_mask]: [0x1600000000000000]
[ro.vendor.arm.gralloc.afrc_rgba_usage_flags]: [0x1400000000000000,0x1200000000000000,0x1000000000000000]
[ro.vendor.arm.gralloc.afrc_rgba_usage_mask]: [0x1600000000000000]
[ro.vendor.arm.gralloc.force_back_buffer_usage_flags]: [0x40000000000000]
[ro.vendor.arm.gralloc.force_back_buffer_usage_mask]: [0x40000000000000]
[ro.vendor.arm.gralloc.no_afbc_usage_flags]: [0x200000000000000]
[ro.vendor.arm.gralloc.no_afbc_usage_mask]: [0x1200000000000000]
[ro.vendor.arm.gralloc.shared_access_usage_flags]: [0x10000000]
[ro.vendor.arm.gralloc.shared_access_usage_mask]: [0x50000000]
[ro.vendor.build.date]: [Tue Jul 14 16:31:11 KST 2026]
[ro.vendor.build.date.utc]: [1784014271]
[ro.vendor.build.fingerprint]: [samsung/a17xx/a17:16/BP2A.250605.031.A3/A175FXXS6CZG1:user/release-keys]
[ro.vendor.build.id]: [BP2A.250605.031.A3]
[ro.vendor.build.security_patch]: [2026-07-05]
